date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment
2019-12-27,1679,3413.85,3451.51,0.21,2516.75,normal,597.0,0.49,226.37
2020-01-26,1633,3751.34,3193.56,0.26,3496.77,normal,658.0,0.57,674.61
2020-02-25,1959,4177.19,3911.36,0.15,3126.04,normal,634.0,0.2,127.77
2020-03-26,1378,5380.6,2955.18,0.29,3234.64,recession,698.0,0.16,720.03
2020-04-25,1464,5234.63,2610.43,0.08,2292.47,normal,715.0,0.39,272.94
2020-05-25,1685,4897.55,2850.16,0.2,2293.4,normal,612.0,0.16,619.21
2020-06-24,1427,3768.81,2952.26,0.09,2956.19,normal,623.0,0.55,556.73
2020-07-24,1915,5199.63,4234.56,0.17,2862.02,inflation,622.0,0.3,545.97
2020-08-23,1210,2984.02,2365.1,0.35,3415.25,normal,682.0,0.3,368.01
2020-09-22,1555,3334.71,3269.79,0.14,3136.32,normal,704.0,0.4,509.32
2020-10-22,1231,4357.52,3543.86,0.28,2541.87,inflation,626.0,0.23,547.29
2020-11-21,1619,5002.18,3609.28,0.22,3391.53,normal,707.0,0.29,756.58
2020-12-21,1086,4365.03,2724.51,0.29,2470.25,normal,666.0,0.16,463.51
2021-01-20,1589,4640.5,2528.45,0.27,3859.5,normal,691.0,0.45,441.17
2021-02-19,1391,4663.1,797.11,0.14,3458.59,normal,686.0,0.42,452.01
2021-03-21,1782,3329.59,3746.8,0.16,3195.72,inflation,765.0,0.44,835.01
2021-04-20,1612,4775.53,2634.8,0.28,2831.12,normal,626.0,0.56,555.02
2021-05-20,1402,4191.84,3619.19,0.31,2389.45,normal,620.0,0.48,541.7
2021-06-19,1682,2873.54,2749.08,0.21,2855.29,normal,742.0,0.12,509.66
2021-07-19,1198,4213.74,3367.77,0.14,3145.14,normal,692.0,0.37,703.99
2021-08-18,1574,4579.54,3547.0,0.3,3373.76,recession,691.0,0.3,831.01
2021-09-17,1182,2742.34,3436.62,0.17,4121.1,normal,742.0,0.55,398.72
2021-10-17,1541,4693.72,3273.57,0.09,2088.79,normal,640.0,0.27,434.86
2021-11-16,1167,5110.47,2678.64,0.18,3426.76,normal,662.0,0.15,311.81
2021-12-16,1710,3582.41,1358.34,0.38,3300.92,recession,651.0,0.4,589.92
2022-01-15,1109,4400.85,4773.28,0.25,3370.48,normal,713.0,0.18,360.82
2022-02-14,1538,5125.55,4817.68,0.2,2315.3,normal,755.0,0.38,289.45
2022-03-16,1168,2909.27,3417.82,0.08,2575.31,normal,733.0,0.24,286.81
2022-04-15,1009,3590.68,2849.22,0.27,2152.56,normal,749.0,0.24,608.84
2022-05-15,1444,4332.24,2780.15,0.29,2623.59,normal,644.0,0.46,483.52
2022-06-14,1383,2897.67,2491.22,0.09,2609.06,recession,613.0,0.51,642.57
2022-07-14,1103,3335.38,2443.64,0.32,3538.52,inflation,744.0,0.27,538.72
2022-08-13,1202,3294.03,3372.6,0.27,2572.96,normal,634.0,0.13,122.44
2022-09-12,1153,4839.76,2516.88,0.23,3283.88,inflation,657.0,0.22,443.67
2022-10-12,1101,4910.43,3607.76,0.23,2669.79,normal,703.0,0.53,358.36
2022-11-11,1516,4185.69,3291.93,0.31,2665.39,inflation,636.0,0.3,791.34
2022-12-11,1227,3996.62,3481.53,0.25,3488.47,normal,702.0,0.16,601.1
2023-01-10,1959,4965.45,2158.98,0.29,3643.43,inflation,743.0,0.22,424.54
2023-02-09,1428,3053.5,3055.04,0.29,3860.91,recession,675.0,0.13,865.53
2023-03-11,1266,4921.78,2417.36,0.12,2767.36,recession,684.0,0.39,510.84
2023-04-10,1328,4645.98,3193.42,0.28,2995.61,normal,751.0,0.52,49.64
2023-05-10,1025,3739.61,1449.66,0.27,3455.02,normal,707.0,0.51,631.62
2023-06-09,1242,4842.62,3266.11,0.1,4274.44,normal,665.0,0.32,419.24
2023-07-09,1482,4848.42,2249.99,0.35,4187.3,normal,660.0,0.19,209.79
2023-08-08,1396,4041.81,3759.39,0.22,2618.54,inflation,726.0,0.2,437.52
2023-09-07,1990,1647.78,3034.93,0.13,3153.17,recession,667.0,0.29,435.35
2023-10-07,1171,5306.27,3696.89,0.08,3383.34,normal,699.0,0.58,700.74
2023-11-06,1329,5344.28,2860.93,0.15,3085.08,normal,633.0,0.42,491.61
2019-01-01,1830,4607.04,2408.0,0.32,3268.39,normal,726.0,0.34,626.08
2019-01-31,1949,2766.05,3005.96,0.4,2759.26,normal,646.0,0.29,423.82
2019-03-02,1603,1109.22,4081.71,0.27,2530.93,recession,819.0,0.13,304.89
2019-04-01,1299,3033.43,3264.14,0.16,3004.84,inflation,682.0,0.37,695.7
2019-05-01,1153,4882.49,3607.51,0.19,1383.52,normal,619.0,0.56,507.26
2019-05-31,1153,2418.33,3270.89,0.26,3282.14,recession,648.0,0.47,448.88
2019-06-30,1400,3681.75,3674.49,0.19,3213.16,normal,678.0,0.32,184.37
2019-07-30,1387,4298.25,4202.56,0.28,3467.47,normal,629.0,0.5,294.49
2019-08-29,1548,3536.27,2603.5,0.26,2996.39,normal,697.0,0.55,651.73
2019-09-28,1521,4900.43,3829.43,0.07,2610.75,normal,710.0,0.33,404.32
2019-10-28,1444,4179.78,2074.66,0.34,3144.57,inflation,650.0,0.33,772.96
2019-11-27,1383,3308.17,3601.86,0.31,3065.33,recession,637.0,0.16,410.41
2019-12-27,1045,3655.81,3709.65,0.2,2990.21,normal,740.0,0.18,404.11
2020-01-26,1533,4768.97,3790.59,0.36,2980.38,normal,664.0,0.25,107.69
2020-02-25,1814,3983.3,2861.59,0.19,2723.19,normal,670.0,0.49,99.55
2020-03-26,1874,4608.24,3625.17,0.06,2930.12,inflation,620.0,0.55,515.45
2020-04-25,1947,4400.6,2105.98,0.05,2493.16,normal,728.0,0.31,743.62
2020-05-25,1595,4161.28,2325.95,0.34,2739.99,inflation,534.0,0.29,374.71
2020-06-24,1951,4776.77,3320.25,0.28,2321.48,inflation,702.0,0.49,700.79
2020-07-24,1448,2489.96,2501.32,0.1,3124.68,normal,684.0,0.23,275.86
2020-08-23,1450,4847.53,2112.68,0.27,3475.64,normal,599.0,0.27,786.34
2020-09-22,1468,5307.88,3579.79,0.23,3232.05,normal,785.0,0.45,171.89
2020-10-22,1907,3318.71,2329.68,0.09,2790.08,recession,707.0,0.6,407.81
2020-11-21,1504,3884.53,1533.49,0.36,2926.77,recession,617.0,0.3,441.12
2020-12-21,1545,5962.96,2471.79,0.26,2885.02,inflation,734.0,0.24,774.16
2021-01-20,1953,4042.72,3485.08,0.32,2916.12,recession,708.0,0.15,579.36
2021-02-19,1707,4475.73,3712.6,0.25,3709.59,normal,712.0,0.33,754.26
2021-03-21,1023,3412.32,3744.9,0.27,3278.37,recession,656.0,0.57,393.9
2021-04-20,1904,3303.22,1881.78,0.1,2168.76,normal,663.0,0.13,363.79
2021-05-20,1222,2599.55,3789.75,0.33,3159.22,normal,661.0,0.54,711.83
2021-06-19,1220,4128.81,1695.2,0.25,3204.47,inflation,620.0,0.34,511.82
2021-07-19,1521,3737.23,2423.81,0.11,2830.88,normal,671.0,0.11,327.37
2021-08-18,1821,2284.2,2988.99,0.14,3183.29,normal,668.0,0.53,637.64
2021-09-17,1427,3755.48,2775.44,0.26,1836.01,recession,702.0,0.36,577.77
2021-10-17,1322,4568.97,2828.91,0.37,2403.58,normal,731.0,0.41,524.67
2021-11-16,1946,1763.54,1386.95,0.34,2305.12,normal,695.0,0.53,544.13
2021-12-16,1929,3531.89,3582.43,0.27,1940.86,normal,651.0,0.15,375.92
2022-01-15,1819,3445.74,1742.69,0.23,3460.53,inflation,720.0,0.35,245.83
2022-02-14,1883,2620.15,4298.9,0.05,2433.38,normal,659.0,0.43,374.14
2022-03-16,1390,3931.59,2936.45,0.28,2502.89,normal,737.0,0.15,589.31
2022-04-15,1145,5372.78,1974.89,0.39,3299.63,recession,669.0,0.58,483.65
2022-05-15,1280,3234.55,2722.99,0.13,2028.71,recession,731.0,0.17,100.99
2022-06-14,1545,5440.42,3301.02,0.38,2916.43,normal,746.0,0.34,466.68
2022-07-14,1809,4484.71,3651.18,0.1,2963.63,recession,713.0,0.15,229.95
2022-08-13,1312,3362.56,3815.77,0.24,1918.74,normal,738.0,0.34,138.93
2022-09-12,1377,3773.76,2722.33,0.16,2631.65,inflation,727.0,0.12,418.51
2022-10-12,1290,3574.91,3462.02,0.39,3199.02,normal,641.0,0.34,428.94
2022-11-11,1841,4866.85,2570.82,0.17,2763.03,normal,825.0,0.15,505.62
2022-12-11,1454,5597.8,3625.7,0.15,2834.22,normal,725.0,0.41,400.79
2023-01-10,1521,4284.37,1642.13,0.37,3856.76,normal,657.0,0.58,396.85
2023-02-09,1551,3877.85,3525.77,0.31,2382.55,inflation,738.0,0.58,575.95
2023-03-11,1540,1569.56,2793.71,0.21,3603.11,normal,642.0,0.13,718.77
2023-04-10,1535,4920.86,2915.83,0.33,2621.29,recession,749.0,0.29,304.05
2023-05-10,1160,5301.4,2448.57,0.18,3072.38,inflation,613.0,0.22,665.33
2023-06-09,1982,4127.0,2245.22,0.08,2412.52,recession,637.0,0.25,683.2
2023-07-09,1041,3716.17,3544.98,0.05,3161.94,normal,722.0,0.13,612.74
2023-08-08,1596,4472.59,3789.99,0.24,2348.01,normal,757.0,0.33,543.4
2023-09-07,1142,3099.39,1935.96,0.37,2527.74,recession,621.0,0.32,526.39
2023-10-07,1359,4057.35,2628.82,0.24,1907.53,recession,637.0,0.36,827.69
2023-11-06,1897,5045.76,2943.55,0.32,3155.78,recession,650.0,0.53,144.9
2019-01-01,1350,4321.35,2625.65,0.31,2295.58,normal,730.0,0.36,17.83
2019-01-31,1468,3564.99,3331.22,0.39,2794.13,inflation,716.0,0.38,632.31
2019-03-02,1248,2892.45,2130.26,0.2,2538.22,normal,729.0,0.18,638.77
2019-04-01,1591,5086.99,4411.41,0.27,3689.49,inflation,725.0,0.41,434.13
2019-05-01,1867,3828.6,3528.71,0.31,2538.04,normal,698.0,0.41,454.53
2019-05-31,1251,2439.82,2531.33,0.28,3031.39,normal,667.0,0.54,764.21
2019-06-30,1841,5502.74,4024.48,0.37,3064.05,normal,567.0,0.31,435.03
2019-07-30,1260,3800.93,4495.05,0.4,2830.46,recession,655.0,0.57,481.3
2019-08-29,1669,4345.13,2819.94,0.38,2765.32,normal,556.0,0.2,501.96
2019-09-28,1974,4319.02,2586.75,0.31,4263.15,inflation,750.0,0.58,775.89
2019-10-28,1207,5299.3,3674.03,0.34,2011.2,normal,757.0,0.24,65.96
2019-11-27,1577,6206.68,3557.51,0.29,2942.37,recession,686.0,0.12,0.0
2019-12-27,1894,5774.37,3152.04,0.28,2539.08,normal,720.0,0.57,336.22
2020-01-26,1077,4808.33,3498.61,0.21,2693.97,normal,684.0,0.38,556.76
2020-02-25,1471,2459.45,2956.95,0.18,2297.71,recession,583.0,0.19,520.45
2020-03-26,1543,5932.37,4386.94,0.31,2431.95,inflation,742.0,0.59,318.04
2020-04-25,1347,3989.47,1511.71,0.08,3296.36,recession,730.0,0.17,503.55
2020-05-25,1588,5608.86,2150.71,0.16,3184.14,normal,653.0,0.23,223.14
2020-06-24,1442,2903.88,3335.29,0.3,3000.81,recession,674.0,0.57,323.6
2020-07-24,1150,4465.17,601.26,0.25,2550.48,normal,724.0,0.13,509.12
2020-08-23,1389,4090.73,3021.5,0.37,3065.44,normal,721.0,0.2,483.43
2020-09-22,1157,4009.2,2438.27,0.1,2879.08,normal,728.0,0.49,281.58
2020-10-22,1649,1967.67,2324.86,0.23,2986.8,normal,802.0,0.11,204.03
2020-11-21,1353,4915.31,3145.92,0.35,2964.17,normal,693.0,0.34,527.76
2020-12-21,1171,4392.22,3310.38,0.08,3118.05,inflation,688.0,0.32,317.04
2021-01-20,1607,4312.67,2589.56,0.05,2770.19,normal,640.0,0.19,435.89
2021-02-19,1957,5235.6,2171.01,0.37,2678.95,inflation,638.0,0.15,644.16
2021-03-21,1941,4150.8,2183.36,0.05,3407.11,normal,645.0,0.1,661.46
2021-04-20,1642,3883.98,4760.54,0.33,1777.72,normal,578.0,0.45,448.72
2021-05-20,1540,4289.35,1883.55,0.36,2570.89,recession,725.0,0.49,596.78
2021-06-19,1866,2587.89,1265.01,0.14,3189.09,normal,533.0,0.46,355.5
2021-07-19,1465,4842.11,4915.78,0.13,4056.42,recession,725.0,0.16,326.09
2021-08-18,1331,3714.16,3752.83,0.18,2903.44,normal,634.0,0.54,28.62
2021-09-17,1313,3465.48,812.73,0.27,3439.43,inflation,723.0,0.17,366.48
2021-10-17,1141,3298.01,3312.21,0.37,3043.58,normal,654.0,0.37,618.12
2021-11-16,1763,2574.9,3300.72,0.25,3085.71,inflation,649.0,0.25,695.49
2021-12-16,1132,3609.54,3008.81,0.07,2974.01,normal,642.0,0.3,392.84
2022-01-15,1897,4196.07,2947.04,0.36,2608.55,recession,677.0,0.53,0.0
2022-02-14,1084,4176.41,3269.49,0.11,3026.66,normal,754.0,0.11,359.2
2022-03-16,1372,3984.54,2371.1,0.27,2890.87,normal,679.0,0.35,343.75
2022-04-15,1332,3077.62,2409.3,0.1,2064.75,normal,684.0,0.32,652.87
2022-05-15,1412,2683.58,3380.14,0.35,2636.51,inflation,622.0,0.15,548.04
2022-06-14,1625,3719.15,2676.47,0.34,2824.62,normal,670.0,0.36,671.42
2022-07-14,1035,3362.89,3047.81,0.35,2841.72,inflation,686.0,0.52,510.8
2022-08-13,1653,3722.49,2286.35,0.28,2814.53,normal,662.0,0.27,452.87
2022-09-12,1478,3933.67,2765.44,0.35,2398.01,inflation,701.0,0.47,630.75
2022-10-12,1076,4370.73,3079.32,0.07,2727.35,inflation,666.0,0.41,514.49
2022-11-11,1320,3540.69,3548.21,0.24,3392.41,normal,659.0,0.58,371.17
2022-12-11,1770,3817.0,2548.79,0.3,3031.17,normal,633.0,0.48,595.15
2023-01-10,1165,3229.95,2785.75,0.25,2757.98,inflation,628.0,0.56,259.25
2023-02-09,1495,4443.44,2473.52,0.11,2736.95,normal,745.0,0.25,517.92
2023-03-11,1631,3368.23,1973.33,0.37,3275.73,inflation,687.0,0.32,601.02
2023-04-10,1189,1520.17,3569.25,0.24,3486.67,normal,666.0,0.3,525.97
2023-05-10,1466,4167.25,3827.03,0.2,2226.77,normal,668.0,0.44,298.74
2023-06-09,1205,6335.87,2852.62,0.09,2414.7,normal,620.0,0.12,401.83
2023-07-09,1465,3947.97,3503.65,0.16,3010.65,normal,664.0,0.3,242.14
2023-08-08,1171,3587.21,3986.1,0.34,2110.84,recession,664.0,0.31,368.31
2023-09-07,1806,4731.32,3076.65,0.05,2563.7,normal,656.0,0.53,717.88
2023-10-07,1927,4096.16,1338.47,0.25,2767.26,recession,654.0,0.47,550.47
2023-11-06,1492,4878.89,3662.04,0.35,2757.33,normal,672.0,0.51,756.85
2019-01-01,1547,4486.64,3309.16,0.4,2662.39,inflation,625.0,0.59,894.23
2019-01-31,1676,4599.9,3836.31,0.07,2807.84,inflation,697.0,0.46,408.28
2019-03-02,1239,3062.79,3741.42,0.26,3332.33,inflation,658.0,0.4,433.57
2019-04-01,1565,5343.14,4027.64,0.23,2507.22,inflation,638.0,0.38,347.59
2019-05-01,1044,2521.68,2609.7,0.29,2671.84,recession,703.0,0.57,435.22
2019-05-31,1663,3016.72,2316.85,0.13,2492.47,recession,686.0,0.15,714.47
2019-06-30,1406,2645.91,2565.6,0.38,3349.85,normal,633.0,0.47,783.79
2019-07-30,1240,6113.33,3186.95,0.22,3167.62,normal,631.0,0.41,703.74
2019-08-29,1402,4043.37,2346.07,0.3,3538.39,recession,750.0,0.28,359.93
2019-09-28,1418,3739.5,3502.33,0.07,3396.07,normal,686.0,0.56,531.18
2019-10-28,1420,3563.44,2817.55,0.11,2081.65,normal,679.0,0.25,441.65
2019-11-27,1784,5377.21,2401.51,0.37,2279.68,normal,728.0,0.15,383.67
2019-12-27,1005,4862.26,3358.43,0.12,2524.54,normal,655.0,0.48,329.87
2020-01-26,1354,3915.46,989.71,0.28,2528.49,normal,652.0,0.17,497.58
2020-02-25,1896,4503.57,3132.76,0.06,3073.21,normal,645.0,0.34,539.49
2020-03-26,1227,4403.12,3012.03,0.13,2354.84,normal,709.0,0.42,288.83
2020-04-25,1731,3227.23,2309.79,0.13,2406.41,normal,676.0,0.23,578.54
2020-05-25,1528,7407.94,3827.42,0.33,2285.17,recession,665.0,0.17,639.83
2020-06-24,1638,3997.97,3632.41,0.33,3299.65,normal,639.0,0.16,518.24
2020-07-24,1585,4290.08,2377.93,0.26,2392.0,normal,629.0,0.49,544.02
2020-08-23,1713,4390.52,2432.35,0.35,3043.7,recession,675.0,0.59,526.76
2020-09-22,1435,4698.3,2311.56,0.3,3428.0,recession,702.0,0.37,321.82
2020-10-22,1151,5968.09,3212.68,0.36,1981.46,normal,628.0,0.4,445.71
2020-11-21,1572,3055.95,2485.39,0.37,3263.54,normal,683.0,0.19,403.02
2020-12-21,1018,2813.99,4880.48,0.38,2674.59,inflation,719.0,0.56,708.79
2021-01-20,1656,4241.75,2629.51,0.2,2342.29,normal,585.0,0.3,784.3
2021-02-19,1745,4120.29,3378.35,0.26,3322.68,normal,728.0,0.56,579.47
2021-03-21,1296,3650.96,4767.37,0.15,3405.03,recession,657.0,0.22,657.85
2021-04-20,1989,3970.05,1029.22,0.19,3863.85,normal,706.0,0.27,387.07
2021-05-20,1533,4845.09,3014.68,0.39,2727.51,normal,727.0,0.38,853.23
2021-06-19,1357,4631.16,3209.93,0.26,3323.56,normal,660.0,0.36,252.19
2021-07-19,1721,4914.54,2719.67,0.28,3018.73,inflation,680.0,0.32,346.17
2021-08-18,1408,3874.63,3996.49,0.27,3644.35,inflation,718.0,0.47,921.48
2021-09-17,1378,4823.2,1341.46,0.4,3027.9,normal,684.0,0.5,398.95
2021-10-17,1449,2135.71,3858.22,0.34,2027.83,inflation,664.0,0.5,853.21
2021-11-16,1164,3935.93,3685.76,0.22,2010.51,inflation,666.0,0.41,534.66
2021-12-16,1246,2418.36,3419.83,0.06,2168.44,recession,732.0,0.39,567.08
2022-01-15,1609,3090.57,1936.15,0.38,2964.43,normal,701.0,0.55,295.6
2022-02-14,1858,3583.16,2122.85,0.12,2385.76,normal,689.0,0.11,226.63
2022-03-16,1622,4393.93,2663.01,0.26,3347.42,normal,752.0,0.32,252.74
2022-04-15,1547,3915.09,4250.09,0.28,2646.59,normal,670.0,0.17,580.52
2022-05-15,1239,3866.1,1741.07,0.24,2710.75,normal,747.0,0.31,959.41
2022-06-14,1247,3898.21,2392.11,0.14,2767.35,normal,744.0,0.57,788.09
2022-07-14,1140,2307.32,3430.4,0.39,2694.47,normal,660.0,0.39,169.25
2022-08-13,1976,3740.2,3819.23,0.19,2758.61,normal,708.0,0.55,236.61
2022-09-12,1144,4462.25,2370.17,0.31,2807.24,inflation,719.0,0.55,588.98
2022-10-12,1169,3837.53,3323.27,0.14,2631.73,recession,713.0,0.54,223.62
2022-11-11,1634,3618.52,2967.77,0.22,2755.62,normal,628.0,0.52,343.49
2022-12-11,1955,3965.61,3553.64,0.24,1842.76,normal,712.0,0.48,776.36
2023-01-10,1125,2571.2,1668.93,0.13,2859.96,normal,701.0,0.15,158.47
2023-02-09,1267,5355.14,3941.51,0.19,2383.42,inflation,617.0,0.53,569.28
2023-03-11,1355,3672.37,2695.32,0.32,2128.41,normal,676.0,0.49,602.53
2023-04-10,1993,4202.08,2339.61,0.14,2285.78,normal,663.0,0.56,173.6
2023-05-10,1789,2656.36,3548.7,0.15,3014.84,normal,693.0,0.56,608.0
2023-06-09,1415,3142.27,3718.34,0.05,2967.22,recession,691.0,0.52,840.2
2023-07-09,1584,3614.02,4034.21,0.21,2963.34,inflation,766.0,0.13,181.87
2023-08-08,1791,2779.88,2458.82,0.26,2574.65,normal,703.0,0.32,632.17
2023-09-07,1808,4901.9,2474.57,0.33,3290.84,normal,702.0,0.14,624.75
2023-10-07,1743,5524.03,3049.45,0.19,2638.43,normal,694.0,0.16,347.43
2023-11-06,1013,3254.2,2740.0,0.16,2253.54,recession,602.0,0.21,681.61
2019-01-01,1217,3649.63,1594.93,0.16,3263.3,normal,595.0,0.11,336.61
2019-01-31,1595,2884.93,2684.8,0.36,2735.89,inflation,719.0,0.5,651.87
2019-03-02,1606,4103.22,3408.33,0.28,2797.94,normal,649.0,0.44,571.92
2019-04-01,1634,4768.91,1688.52,0.25,2566.43,normal,741.0,0.34,325.55
2019-05-01,1744,3181.97,2445.07,0.19,2846.89,normal,807.0,0.17,528.21
2019-05-31,1289,4551.4,3540.8,0.09,3929.6,normal,639.0,0.29,789.04
2019-06-30,1404,3435.79,1787.69,0.24,3565.88,inflation,752.0,0.19,516.25
2019-07-30,1790,4064.85,3149.12,0.29,3156.36,normal,622.0,0.53,453.53
2019-08-29,1330,3337.68,3131.63,0.32,2633.47,recession,708.0,0.22,565.56
2019-09-28,1000,3374.92,4718.17,0.38,3863.29,inflation,677.0,0.36,527.88
2019-10-28,1442,5648.53,4100.86,0.24,2741.21,inflation,721.0,0.27,362.03
2019-11-27,1556,5018.91,3206.89,0.05,3687.43,normal,629.0,0.53,499.13
2019-12-27,1190,3459.71,3007.72,0.27,2128.75,normal,674.0,0.5,311.31
2020-01-26,1042,6256.88,4736.42,0.38,2677.07,normal,634.0,0.49,972.68
2020-02-25,1980,5411.25,2735.63,0.22,2999.41,recession,728.0,0.3,422.93
2020-03-26,1798,1818.94,2323.98,0.18,3037.3,normal,686.0,0.5,335.67
2020-04-25,1647,5174.97,3141.27,0.27,2379.14,recession,686.0,0.25,262.04
2020-05-25,1811,2473.08,2430.52,0.38,3160.06,normal,615.0,0.56,381.69
2020-06-24,1078,5640.42,3730.16,0.28,3145.3,normal,692.0,0.29,363.17
2020-07-24,1568,3900.79,2234.91,0.38,2803.2,normal,716.0,0.13,532.42
2020-08-23,1772,4044.47,2076.49,0.22,2375.21,normal,740.0,0.12,413.36
2020-09-22,1384,3441.08,2433.06,0.12,2423.31,normal,668.0,0.11,484.03
2020-10-22,1146,3310.43,2611.92,0.3,2468.87,inflation,670.0,0.32,702.11
2020-11-21,1790,4449.06,3172.93,0.31,3056.07,normal,649.0,0.22,640.22
2020-12-21,1922,4979.17,1483.44,0.26,2324.15,recession,707.0,0.19,689.15
2021-01-20,1729,2223.77,1831.22,0.4,2779.55,normal,602.0,0.45,519.0
2021-02-19,1748,3784.07,2548.07,0.39,2452.14,recession,703.0,0.55,944.88
2021-03-21,1198,4544.68,3178.58,0.38,2807.31,recession,671.0,0.47,521.69
2021-04-20,1519,2597.03,4030.72,0.35,2296.27,normal,772.0,0.22,574.15
2021-05-20,1929,2557.58,3116.78,0.06,2115.26,recession,685.0,0.47,517.01
2021-06-19,1128,2943.7,2116.94,0.12,2877.6,inflation,703.0,0.6,516.48
2021-07-19,1499,2018.05,3643.42,0.26,2439.22,normal,747.0,0.23,342.92
2021-08-18,1085,1269.43,1948.39,0.1,2676.06,recession,720.0,0.39,500.71
2021-09-17,1623,5850.03,3600.78,0.34,3021.81,inflation,640.0,0.21,0.76
2021-10-17,1094,3195.04,1609.11,0.38,3121.99,normal,655.0,0.55,607.57
2021-11-16,1898,3535.09,4714.95,0.14,3236.71,normal,657.0,0.25,719.36
2021-12-16,1836,4883.1,2953.04,0.33,2662.07,normal,702.0,0.55,567.79
2022-01-15,1435,2723.47,4130.9,0.22,3608.46,normal,726.0,0.52,734.25
2022-02-14,1153,3857.32,2987.43,0.36,1991.53,normal,665.0,0.44,743.16
2022-03-16,1362,1762.91,2523.27,0.17,3078.71,normal,719.0,0.36,626.41
2022-04-15,1486,4595.14,1833.89,0.08,2525.23,normal,634.0,0.38,436.57
2022-05-15,1194,4139.34,2785.84,0.07,3251.07,normal,687.0,0.58,700.75
2022-06-14,1227,4572.35,2275.15,0.33,2277.32,normal,730.0,0.5,555.67
2022-07-14,1514,5238.6,3181.18,0.19,2859.72,normal,714.0,0.53,210.34
2022-08-13,1751,3818.35,2061.48,0.19,3270.15,recession,741.0,0.22,606.92
2022-09-12,1732,4353.8,1791.33,0.1,2447.53,recession,707.0,0.37,279.4
2022-10-12,1036,4033.62,2011.96,0.16,2974.18,normal,670.0,0.44,656.94
2022-11-11,1353,3698.63,2624.57,0.32,2752.33,recession,706.0,0.23,408.45
2022-12-11,1959,4272.22,3129.66,0.09,2256.99,recession,675.0,0.52,600.79
2023-01-10,1374,5191.39,3030.33,0.19,3547.59,inflation,716.0,0.56,537.83
2023-02-09,1349,4223.84,2744.66,0.33,3794.28,normal,663.0,0.28,300.12
2023-03-11,1420,3415.3,4704.47,0.37,2505.83,normal,623.0,0.37,369.4
2023-04-10,1465,3085.25,2467.19,0.19,2588.05,inflation,657.0,0.25,633.99
2023-05-10,1541,4573.19,3445.29,0.06,3403.07,inflation,642.0,0.35,670.77
2023-06-09,1746,2675.59,3161.37,0.21,3754.86,normal,679.0,0.21,306.99
2023-07-09,1654,2206.67,3300.0,0.06,2431.57,normal,659.0,0.57,672.7
2023-08-08,1598,4274.77,2949.71,0.34,3259.04,normal,607.0,0.16,159.55
2023-09-07,1575,3072.97,2631.25,0.28,2137.69,normal,647.0,0.49,530.18
2023-10-07,1232,3708.16,2684.72,0.18,2564.35,normal,644.0,0.49,676.63
2023-11-06,1827,4226.82,4527.52,0.24,2301.23,normal,656.0,0.46,683.38
2019-01-01,1332,3100.33,1970.17,0.12,2793.26,inflation,681.0,0.28,607.58
2019-01-31,1663,4236.99,2504.12,0.18,2546.93,normal,692.0,0.4,262.39
2019-03-02,1126,2922.2,2701.92,0.2,2673.81,normal,612.0,0.25,544.74
2019-04-01,1435,4263.67,3041.9,0.18,2968.67,recession,660.0,0.24,599.31
2019-05-01,1273,3458.05,3106.15,0.12,3102.21,normal,636.0,0.58,623.33
2019-05-31,1179,5396.13,2530.7,0.36,2698.83,recession,604.0,0.14,562.63
2019-06-30,1629,4949.43,1950.65,0.28,2458.55,inflation,764.0,0.39,449.72
2019-07-30,1638,4403.65,596.25,0.06,2692.09,normal,696.0,0.25,706.83
2019-08-29,1183,3335.29,4431.57,0.3,2721.65,normal,686.0,0.24,386.68
2019-09-28,1072,3396.12,3121.91,0.26,2760.99,inflation,651.0,0.4,380.08
2019-10-28,1703,4066.63,4792.55,0.15,2376.57,recession,666.0,0.11,332.83
2019-11-27,1818,2558.08,2852.04,0.2,2908.77,normal,798.0,0.47,472.82
2019-12-27,1659,3762.0,3573.26,0.33,3385.31,inflation,668.0,0.56,932.6
2020-01-26,1502,3570.21,3878.51,0.33,2523.44,normal,691.0,0.52,482.56
2020-02-25,1393,3419.02,4038.07,0.25,3280.58,normal,800.0,0.13,193.55
2020-03-26,1082,5262.83,1927.35,0.3,2331.17,normal,810.0,0.55,421.44
2020-04-25,1294,3854.89,2443.44,0.14,2346.98,normal,719.0,0.17,477.79
2020-05-25,1316,4729.02,4744.34,0.15,2857.35,normal,716.0,0.13,175.21
2020-06-24,1928,3654.53,2193.02,0.13,3017.54,normal,560.0,0.3,235.67
2020-07-24,1781,4176.06,3504.28,0.07,2409.61,recession,701.0,0.5,283.92
2020-08-23,1758,3102.43,3282.15,0.17,3321.94,inflation,694.0,0.19,499.21
2020-09-22,1284,4387.46,2614.0,0.29,2840.96,normal,678.0,0.1,766.81
2020-10-22,1212,4754.98,2735.61,0.25,2969.1,normal,633.0,0.21,666.56
2020-11-21,1862,5579.55,1998.59,0.29,2276.64,normal,622.0,0.51,632.87
2020-12-21,1668,4648.23,2990.2,0.12,3037.35,recession,634.0,0.27,600.86
2021-01-20,1137,2880.75,2088.78,0.09,2671.61,normal,700.0,0.56,592.21
2021-02-19,1776,2052.62,3915.82,0.18,2518.78,normal,673.0,0.39,502.51
